Task,Dataset,Text Queries,Example Images,Synthesized Program per Query,Search Results per Query,Saved Images F1 Over Time,Submitted Images,Manually Added Images,Manually Removed Images,Total Time
Find all images that contain the bride and not the groom.,wedding,"['Alice next to Bob holding flowers', 'Alice next to Bob holding flowers', 'Alice next to Bob holding flowers']","[{}, {'photoscout_ui/public/images/wedding/our-wedding_7669262620_o Medium.jpeg': True}, {'photoscout_ui/public/images/wedding/our-wedding_7669262620_o Medium.jpeg': True, 'photoscout_ui/public/images/wedding/our-wedding_7669477944_o Medium.jpeg': False}]","[None, 'Exists x.(Exists y.(Exists z.(Exists w.((Is(x,Alice)) And ((Is(y,Bob)) And ((Is(z,flowers)) And ((Is(w,person)) And ((IsNextTo(x,y)) And (IsAbove(w,z))))))))))', 'Exists x.(Exists y.(Exists z.((Is(x,Alice)) And ((Is(y,Bob)) And ((Is(z,flowers)) And ((IsNextTo(x,y)) And (IsAbove(x,z))))))))']","[([], 17.373764253919944), (['photoscout_ui/public/images/wedding/our-wedding_7669262620_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669288796_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669477944_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669265908_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669133104_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669121270_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669330174_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669396784_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669284546_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669338848_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669273814_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669470826_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669087246_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669386434_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669438470_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7668149796_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669363456_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669390412_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7668090268_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669334430_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669270212_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669258646_o Medium.jpeg'], 72.31437595398165), (['photoscout_ui/public/images/wedding/our-wedding_7669262620_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669288796_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669265908_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669133104_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669121270_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669330174_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669284546_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669338848_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669273814_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669386434_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669438470_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7668149796_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669390412_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7668090268_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669270212_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669258646_o Medium.jpeg'], 115.4849496060051)]","[(0.0, 131.66423720296007), (0.0, 156.384847422014)]","['photoscout_ui/public/images/wedding/our-wedding_7669262620_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669288796_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669265908_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669133104_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669121270_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669330174_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669284546_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669338848_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669273814_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669386434_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669438470_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669390412_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7668090268_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669270212_o Medium.jpeg', 'photoscout_ui/public/images/wedding/our-wedding_7669258646_o Medium.jpeg']",[],['photoscout_ui/public/images/wedding/our-wedding_7668149796_o Medium.jpeg'],166.06082294601947
